english,spanish
"Made of ultra-hygienic silicone, LUNATM 4 mini is bacteria-resistant to reduce breakouts. It also gently exfoliates skin, removing dead skin cells to reveal fresh healthy skin below. 81% of users report reduced appearance of blemishes.","Con silicona ultra higiénica, LUNATM 4 mini es resistente a las bacterias para reducir las imperfecciones. Además, exfolia y elimina las células muertas de la piel para revelar una piel fresca y radiante. El 81% de usuarios declaró una reducción en la aparición de imperfecciones."
LUNATM 4 mini’s revolutionary silicone touchpoints are now 17% softer to glide even more effortlessly across the skin and preserve natural elasticity. It offers 12 intensities and lasts up to 500 uses per one USB charge. No replacement parts needed. Ever.,"Los revolucionarios filamentos de silicona de LUNATM 4 mini son ahora 17% más suaves para deslizarse aún mejor sobre la piel y preservar su elasticidad natural. Además, incluye 12 intensidades y cada carga USB alcanza para 500 usos. No necesita piezas de remplazo. Nunca."
Clinically proven,Clinically proven
"LUNATM 4 mini uses T-SonicTM pulsations and velvety-soft silicone touchpoints to remove impurities trapped deep within pores. It is clinically proven to remove 99% of dirt, oil and makeup residue, and is 35x more hygienic than brushes with nylon bristles.","LUNATM 4 mini uses T-SonicTM pulsations and velvety-soft silicone touchpoints to remove impurities trapped deep within pores. It is clinically proven to remove 99% of dirt, oil and makeup residue, and is 35x more hygienic than brushes with nylon bristles."
Reveal a radiant complexion in just 30 seconds. Quick-press Glow Boost mode gets you flawless skin when there’s no time for a full routine. 100% of users report more radiant skin after use.,Reveal a radiant complexion in just 30 seconds. Quick-press Glow Boost mode gets you flawless skin when there’s no time for a full routine. 100% of users report more radiant skin after use.
Healthy complexion,Healthy complexion
"T-SonicTM pulsations boost microcirculation - delivering nutrients to skin cells and eliminating toxins, while boosting lymphatic drainage. 100% of users report more refreshed skin, with 96% claiming skin looks healthier.","T-SonicTM pulsations boost microcirculation - delivering nutrients to skin cells and eliminating toxins, while boosting lymphatic drainage. 100% of users report more refreshed skin, with 96% claiming skin looks healthier."
Flawless prep,Flawless prep
"Prep your skin for the most effective skincare routine. LUNATM 4 mini enables the active ingredients in your creams, serums, and masks to penetrate deep into skin, where they work the best. 98% of users report better absorption of skincare products.","Prep your skin for the most effective skincare routine. LUNATM 4 mini enables the active ingredients in your creams, serums, and masks to penetrate deep into skin, where they work the best. 98% of users report better absorption of skincare products."
Reduce blemishes,Reduce blemishes
"Made of ultra-hygienic silicone, LUNATM 4 mini is bacteria-resistant to reduce breakouts. It also gently exfoliates skin, removing dead skin cells to reveal fresh healthy skin below. 81% of users report reduced appearance of blemishes.","Made of ultra-hygienic silicone, LUNATM 4 mini is bacteria-resistant to reduce breakouts. It also gently exfoliates skin, removing dead skin cells to reveal fresh healthy skin below. 81% of users report reduced appearance of blemishes."
Upgraded design,Upgraded design
LUNATM 4 mini’s revolutionary silicone touchpoints are now 17% softer to glide even more effortlessly across the skin and preserve natural elasticity. It offers 12 intensities and lasts up to 500 uses per one USB charge. No replacement parts needed. Ever.,LUNATM 4 mini’s revolutionary silicone touchpoints are now 17% softer to glide even more effortlessly across the skin and preserve natural elasticity. It offers 12 intensities and lasts up to 500 uses per one USB charge. No replacement parts needed. Ever.
100% of users report more refreshed skin.,El 100% declaró sentir la piel más fresca.
of users report more refreshed skin.,declaró sentir la piel más fresca.
100% of users report more radiant skin.,El 100% declaró sentir la piel más fresca y radiante.
of users report more radiant skin.,declaró sentir la piel más fresca y radiante.
98% of users report skin feels smoother and softer.,El 98% déclarent que la peau est plus lisse et plus douce.
of users report skin feels smoother and softer.,déclarent que la peau est plus lisse et plus douce.
Choose color: Lavender,Elige el color: Lavender
"The answer to all your skin problems is finally here. LUNA™ 4 mini uses T-Sonic™ massage to effortlessly deep clean pores, while exfoliating dull skin. With thicker touchpoints to target the oiler T-zone area, and thinner touchpoints to gently cleanse the rest of the face, this device is an essential for any young skincare enthusiast.","Un dispositivo compacto y potente indispensable para cualquier fan del cuidado facial. Ha sido probado clínicamente que sus pulsaciones T-Sonic™ eliminan el 99% de suciedad, grasa y restos de maquillaje para limpiar profundamente los poros, las zonas con problemas y reducir las imperfecciones. Y cuando tengas prisa, usa el modo Glow Boost de 30 segundos para una limpieza rápida."
"Clinically proven to remove 99% of dirt, oil & makeup residue.",35 veces más higiénico que los filamentos de nylon.
100% of users report more refreshed & radiant skin.,El 100% de usuarios declaró sentir la piel más fresca y radiante.
96% of users report healthier-looking skin. 81% report reduced blemishes.,El 96% de usuarios declaró sentir la piel más sana. El 81% menos imperfecciones.
98% of users experience better absorption of skincare products.,El 98% de usuarios sintió una mejor absorción de los productos de cuidado facial.
2-zone brush head & quick 30-second Glow Boost mode for ultimate ease.,Cabezal de 2 zonas y modo rápido Glow Boost para facilitar la limpieza.
"12 intensities, lightweight, and ergonomically designed to fit facial curves.","12 intensidades, ligero, y diseñado ergonómicamente para adaptarse a las curvas de tu rostro."
Start by unlocking your device and registering your warranty via the FOREO For You app. Download the app here.,"Para comenzar, desbloquea el dispositivo y registra tu garantía en la aplicación FOREO For You. Descarga la aplicación aquí."
"Dampen your face and apply your face cleanser. For optimal results, we recommend FOREO Micro-Foam Cleanser. Then wet LUNATM 4 mini.","Humedece tu rostro y aplica tu limpiador facial. Para resultados óptimos, recomendamos usar FOREO Micro-Foam Cleanser. Humedece LUNATM 4 mini."
Press the universal button to turn on your device. You can activate 30-sec Glow Boost mode by double-pressing the universal button. Glide the device in circular motions over your face/neck until skin is cleansed.,Pulsa el botón central para encender tu dispositivo.Puedes activar el modo Glow Boost de 30 segundos pulsando dos veces el botón central. Desliza el dispositivo con movimientos circulares sobre tu rostro/cuello hasta cubrir toda tu piel.
Rinse,Aclara
"Once finished, press the universal button to turn off your device, (or it will automatically turn off after 1 min). Then rinse face/neck and device.","Cuando finalices, pulsa el botón central para apagar tu dispositivo (o se apagará automáticamente después de 1 minuto). A continuación, aclara tu rostro/cuello y tu dispositivo."
Staggering battery life USB rechargeable with up to 500 uses per single charge.,Batería de duración extrema Recargable por USB. Hasta 500 usos por carga.
USB rechargeable with up to 500 uses per single charge.,Recargable por USB. Hasta 500 usos por carga.
UFO™ 3 mini,UFO™ 3 mini
SUPERCHARGED™ HA+PGA Triple-Action Intense Moisturizer,SUPERCHARGED™ HA+PGA Triple-Action Intense Moisturizer
IRIS™ C-Concentrated Brightening Eye Cream,IRIS™ C-Concentrated Brightening Eye Cream
Microcurrent & red light therapy,Limpia. Reafirma. Rejuvenece.
Cleanse skin & signs of aging. At the same time.,Limpia la piel y los signos de la edad. Al mismo tiempo.
"Introducing the only facial cleansing device with clinical-grade anti-aging treatments – targeted microcurrent, NIR & red LED light therapy. Clinically proven to remove 99% of dirt, oil & makeup residue, with bacteria-resistant silicone touchpoints & T-SonicTM pulsations.","Te presentamos el único dispositivo de limpieza facial con tratamientos antiedad de nivel clínico, basados en una combinación de microcorrientes y terapia de luz LED. Ha sido probado clínicamente que elimina el 99% de la suciedad, la grasa y los restos de maquillaje, gracias a sus filamentos de silicona resistentes a las bacterias y a las pulsaciones T-Sonic™."
"Indulge in a gentle heated cleanse, while LUNATM 4 plus smooths fine lines & refines the complexion – so your skin looks visibly tighter, firmer & brighter in minutes. Tailor your cleanse based on skin type & problem areas.","Mima tu piel con una agradable limpieza térmica. LUNA™ 4 plus suaviza las líneas de expresión y define tu piel para que luzca con una apariencia más firme y luminosa en minutos. Además, te permite personalizar la limpieza según tu tipo de piel y los problemas de cada zona."
"LUNATM 4 plus uses T-SonicTM pulsations and velvety-soft silicone touchpoints to remove impurities trapped deep within pores. It is clinically proven to remove 99% of dirt, oil and makeup residue, and is 35x more hygienic than brushes with nylon bristles.","LUNA™ 4 plus usa pulsaciones T-Sonic y filamentos de silicona suaves como la seda para eliminar las impurezas que obstruyen los poros. Ha sido probado clínicamente que elimina el 99% de suciedad, grasa y restos de maquillaje, y es 35 veces más higiénico que los cepillos con filamentos de nylon."
Boost collagen,Estimula el colágeno
"Near-infrared & red LED light helps reverse signs of skin aging like sun spots & dullness, and increases collagen & elastin production - restoring the thickness & elasticity of youthful skin. 86% of users report skin looks & feels more elastic, while 98% of users report more luminous skin.","La luz LED ayuda a revertir los signos de la edad, como las manchas solares, y aumenta la producción de colágeno y elastina, restaurando la elasticidad de la piel. El 86% de los usuarios declaró sentir la piel más elástica, y el 98% de los usuarios sintió la piel más luminosa."
Firm & plump,Reafirma y rellena
"Microcurrent naturally plumps and firms the skin, while smoothing the appearance of fine lines. With a device featuring red light & microcurrent, 90% of users report skin looks younger & healthier. Access guided treatments to target different problem areas of the face & neck, via the app.","Las microcorrientes rellenan y reafirman la piel de forma natural, suavizando la apariencia de las líneas de expresión. El 90% de los usuarios declaró sentir la piel más joven y sana. Accede a tratamientos guiados desde la aplicación para combatir los diferentes problemas de tu rostro y cuello."
Increase radiance,Aumenta la luminosidad
"T-SonicTM pulsations gently massage the skin to remove dead skin cells & boost microcirculation – delivering nutrients to skin cells & eliminating toxins, while encouraging lymphatic drainage. 98% of users report skin is brighter, smoother & softer.","Las pulsaciones T-Sonic™ masajean suavemente la piel para eliminar las células cutáneas muertas y potenciar la microcirculación, canalizando los nutrientes. Además, eliminan las toxinas y estimulan el drenaje linfático. El 98% de los usuarios declaró sentir la piel más suave, luminosa y uniforme."
Based on third-party consumer trials,Preparación perfecta
Flawless prep,"LUNA™ 4 plus te ayuda a preparar lo mejor posible tu piel, por la mañana o por la noche. Permite que los ingredientes activos de tus cremas, serums y mascarillas penetren profundamente en la piel. El 98% de los usuarios declaró sentir una mejor absorción de sus productos de cuidado facial."
"LUNATM 4 plus helps to perfectly prep your skin, morning or night. It enables the active ingredients in your creams, serums & masks to penetrate deeper into skin – where they work best. 98% of users report better absorption of skincare products.",Diseño inteligente sueco
Smart Swedish design,"El LUNA™ más agradable hasta la fecha, ahora un 17% más suave. Te ofrece rutinas personalizadas para tu piel con 3 modos de limpieza, patrones de masaje ajustables y 16 intensidades. El 100% de usuarios declaró sentir mejor la piel con LUNA™, en comparación con la limpieza a mano."
"17% softer & the most gentle LUNATM yet. Offers perfectly tailored routines with 3 cleanse modes, adjustable massage patterns, and 16 intensities. 100% of users report skin feels better after cleansing with LUNATM , compared to cleansing by hand.",Clínicamente probado
Clinically proven,"LUNATM 4 plus usa pulsaciones T-SonicTM y filamentos de silicona suaves como la seda para eliminar las impurezas que obstruyen los poros. Ha sido probado clínicamente que elimina el 99% de suciedad, grasa y restos de maquillaje, y es 35 veces más higiénico que los cepillos con filamentos de nylon."
"LUNATM 4 plus uses T-SonicTM pulsations and velvety-soft silicone touchpoints to remove impurities trapped deep within pores. It is clinically proven to remove 99% of dirt, oil and makeup residue, and is 35x more hygienic than brushes with nylon bristles.",Estimula el colágeno
Boost collagen,"La luz LED ayuda a revertir los signos de la edad, como las manchas solares, y aumenta la producción de colágeno y elastina, restaurando la elasticidad de la piel. El 86% de los usuarios declaró sentir la piel más elástica, y el 98% de los usuarios sintió la piel más luminosa."
"Near-infrared & red LED light help reverse signs of skin aging like sun spots & dullness, and increase collagen & elastin production - restoring the thickness & elasticity of youthful skin. 86% of users report skin looks & feels more elastic, while 98% of users report more luminous skin.",Reafirma y rellena
Based on third-party consumer trials,"Las microcorrientes rellenan y reafirman la piel de forma natural, suavizando la apariencia de las líneas de expresión. El 90% de los usuarios declaró sentir la piel más joven y sana. Accede a tratamientos guiados desde la aplicación para combatir los diferentes problemas de tu rostro y cuello."
Firm & plump,Aumenta la luminosidad
"Microcurrent naturally plumps and firms the skin, while smoothing the appearance of fine lines. 90% of users report skin looks younger & healthier. Access guided treatments to target different problem areas of the face & neck, via the app.","Las pulsaciones T-SonicTM masajean suavemente la piel para eliminar las células cutáneas muertas y potenciar la microcirculación, canalizando los nutrientes. Además, eliminan las toxinas y estimulan el drenaje linfático. El 98% de los usuarios declaró sentir la piel más suave, luminosa y uniforme."
Increase radiance,Preparación perfecta
"T-SonicTM pulsations gently massage the skin to remove dead skin cells & boost microcirculation – delivering nutrients to skin cells & eliminating toxins, while encouraging lymphatic drainage. 98% of users report skin is brighter, smoother & softer.","LUNATM 4 plus te ayuda a preparar lo mejor posible tu piel, por la mañana o por la noche. Permite que los ingredientes activos de tus cremas, serums y mascarillas penetren profundamente en la piel. El 98% de los usuarios declaró sentir una mejor absorción de sus productos de cuidado facial."
Flawless prep,Diseño inteligente sueco
"LUNATM 4 plus helps to perfectly prep your skin, morning or night. It enables the active ingredients in your creams, serums & masks to penetrate deeper into skin – where they work best. 98% of users report better absorption of skincare products.","El LUNATM más agradable hasta la fecha, ahora un 17% más suave. Te ofrece rutinas personalizadas para tu piel con 3 modos de limpieza, patrones de masaje ajustables y 16 intensidades. El 100% de usuarios declaró sentir mejor la piel con LUNATM , en comparación con la limpieza a mano."
Smart Swedish design,Resultados clínicos
"17% softer & the most gentle LUNATM yet. Offers perfectly tailored routines with 3 cleanse modes, adjustable massage patterns, and 16 intensities. 100% of users report skin feels better after cleansing with LUNATM , compared to cleansing by hand.","Elimina el 99% de suciedad, grasa y restos de maquillaje de la piel. Clínicamente probado."
Clinical-consumer results,Elimina el
"Clinically proven to remove 99% 0f dirt, oil & makeup residue.",99%
Clinically proven to remove,"de suciedad, grasa y restos de maquillaje de la piel. Clínicamente probado."
99%,35 veces más higiénico que los cepillos con filamentos de nylon.
"0f dirt, oil & makeup residue.",35 veces
35x more hygienic than brushes with nylon bristles.,más higiénico que los cepillos con filamentos de nylon.
35x,"El 98% declaró sentir la piel más suave, luminosa y uniforme."
more hygienic than brushes with nylon bristles.,El 98%
98% of users report skin feels smoother and softer.,"declaró sentir la piel más suave, luminosa y uniforme."
98%,El 90% declaró sentir la piel más joven y sana.
of users report skin feels smoother and softer.,El 90%
90% of users report that skin looks younger & healthier.,declaró sentir la piel más joven y sana.
90%,El 86% declaró sentir la piel más firme y elástica a la apariencia y al tacto.
of users report that skin looks younger & healthier.,El 86%
86% of users report skin looks & feels firmer and more elastic.,declaró sentir la piel más firme y elástica a la apariencia y al tacto.
86%,El 100% declaró sentir la piel mejor que al limpiarla con las manos.
of users report skin looks & feels firmer and more elastic.,El 100%
100% of users report skin feels better than when cleansed by hand.,declaró sentir la piel mejor que al limpiarla con las manos.
100%,LUNA™ 4 plus
of users report skin feels better than when cleansed by hand.,Elige tu tipo de piel: Piel normal
LUNA™ 4 plus,"Te presentamos el único dispositivo de limpieza facial con tratamientos antiedad de nivel clínico, basados en una combinación de microcorrientes y terapia de luz LED. Mima tu piel con una agradable limpieza térmica mientras LUNA™ 4 plus suaviza las líneas de expresión y define su apariencia para que luzca más firme y luminosa en minutos."
Choose skin type: Normal skin,"Elimina el 99,5% de suciedad, grasa y restos de maquillaje de la piel. Clínicamente probado."
"Introducing the only facial cleansing device with clinical-grade anti-aging treatments – targeted microcurrent, NIR & red LED light therapy. Indulge your skin in a gentle heated cleanse, while LUNA™ 4 plus smooths fine lines & refines the complexion – so skin looks visibly tighter, firmer & brighter in mins.",35 veces más higiénico que los cepillos con filamentos de nylon.
"98% of users report skin is brighter, smoother & softer.","El 98% de los usuarios declaró sentir la piel más suave, luminosa y uniforme."
90% of users report skin looks younger & healthier.,El 90% de los usuarios declaró sentir la piel más joven y sana.
86% of users report skin looks & feels firmer and more elastic.,El 86% de los usuarios declaró sentir la piel más firme y elástica a la apariencia y al tacto.
100% of users report skin feels better than when cleansed by hand.,El 100% de los usuarios declaró sentir la piel mejor que al limpiarla con las manos.
"16 intensities, 4 guided massages & 5 massage patterns.",LUNA™ 4 plus
LUNA™ 4 plus,Cable de carga USB
USB charging cable,Guía de inicio rápido
Travel pouch,Manual de uso
General manual,"Garantía de 2 años (España, Portugal, Suecia: Garantía de 3 años)"
"2-year warranty (Spain, Portugal, Sweden: 3-year warranty)",PRODUCTOS RELACIONADOS
RELATED PRODUCTS,LUNA™ 4
LUNA™ 4,LUNA™ 4 body
LUNA™ 4 body,LUNA™ 4 MEN
LUNA™ 4 MEN,LUNA™ 4 mini
LUNA™ 4 mini,Más ligero que el aire. Para una limpieza suave y agradable.
LUNA’s plus must-have sidekick,"Comienza el día limpiando tu rostro con este suave limpiador de espuma. Formulado con aminoácidos para rellenar tu piel y vitamina E para retener la hidratación. Tu piel lucirá suave, radiante y con apariencia saludable."
"All microcurrent devices must be used with a conductive serum, so we developed one exclusively for LUNATM plus. With squalane & hyaluronic acid. Rejuvenating. Antioxidant-rich. Ultra-hydrating.","Vegano, cruelty free, sin fragancia, probado dermatológicamente y para todo tipo de pieles."
Unlock device,Micro-Foam Cleanser
"Dampen your face and apply your regular face cleanser. For optimal results, we recommend FOREO Micro-Foam Cleanser. Wet LUNATM 4 plus and press the universal button to turn on your device.",Humedece tu rostro y aplica tu limpiador facial. Te recomendamos usar el limpiador FOREO Micro-Foam Cleanser. Aclara tu LUNA™ 4 plus y pulsa el botón central para encenderlo.
"Choose Gentle, Regular, or Deep Cleanse mode by using the buttons on the device. Glide the silicone touchpoints in circular motions around the face/neck. Rinse face/neck and device.","Elige el modo de limpieza Suave, Normal o Profundo usando los botones del dispositivo. Desliza los filamentos de silicona con movimientos circulares sobre tu rostro/cuello. Aclara tu rostro/cuello y el dispositivo."
Tighten & firm,Reafirma y tonifica
"Apply FOREO's Serum. Turn on the device & double press the universal button to activate microcurrent massage, or select preferred guided microcurrent treatment in the app.","Aplica el sérum de FOREO. Enciende el dispositivo y pulsa dos veces el botón central para activar el masaje de microcorrientes, o selecciona desde la aplicación el tratamiento de microcorrientes que desees."
Staggering battery life USB rechargeable with up to 100 uses per single charge.,Batería de duración extrema Recargable por USB. Hasta 100 usos por carga.
USB rechargeable with up to 100 uses per single charge.,Recargable por USB. Hasta 100 usos por carga.
"Hygienic & Waterproof Made of bacteria-resistant silicone, 100% waterproof, easy to clean.","Higiénico e impermeable Silicona resistente a las bacterias, 100% resistente al agua y fácil de limpiar."
"Made of bacteria-resistant silicone, 100% waterproof, easy to clean.","Silicona resistente a las bacterias, 100% resistente al agua y fácil de limpiar."
T-SonicTM pulsations,T-SonicTM pulsaciones
Microcurrent & Anti-Shock SystemTM Ultra-hygienic silicone,Microcorrientes y Anti-Shock SystemTM Silicona ultra higiénica
Red LED light therapy,Terapia de luz LED roja
What is red light therapy?,¿Qué es la terapia de luz roja?
"Red LED light therapy (633 nm) is a safe, effective, and natural treatment option for skin rejuvenation. Backed by a strong base of peer-reviewed clinical research, red light treatments improve skin texture, reduce fine lines, and boost collagen production for both men and women. This makes it an ideal solution for achieving smoother, youthful-looking skin. Penetrates skin more deeply than the other wavelengths and helps improve more advanced signs of aging. Used to treat everything from pigmentation and acne, to rosacea, hair loss and uneven skin tone. Red LED light therapy adds maximum power to any skin rejuvenation treatment.","La terapia de luz LED roja (633 nm) es una opción de tratamiento segura, efectiva y natural para el rejuvenecimiento de la piel. Respaldados por una sólida base de investigación clínica revisada por pares, los tratamientos con luz roja mejoran la textura de la piel, reducen las líneas de expresión y aumentan la producción de colágeno tanto en hombres como en mujeres. Esto lo convierte en una solución ideal para lucir una piel más suave y joven. Penetra en la piel más profundamente que otras longitudes de onda y mejora los signos más avanzados del envejecimiento. Se utiliza para tratar desde la pigmentación y el acné, hasta la rosácea, la caída del cabello y el tono desigual de la piel. La fototerapia LED de luz roja aumenta al máximo la potencia de cualquier tratamiento para rejuvenecer la piel."
How does it work?,¿Cómo funciona?
"Just as plants use chlorophyll to convert sunlight into energy, humans use various wavelength colors to trigger natural reactions in the skin . Each color penetrates the skin at different depths, producing unique effects. LED light therapy is most widely recognized for boosting collagen production and diminishing wrinkles , a benefit primarily linked to the power of red light therapy. Find all the benefits listed below.","Así como las plantas usan clorofila para convertir la luz solar en energía, los humanos usan diferentes colores de longitud de onda para desencadenar reacciones naturales en la piel . Cada color penetra en la piel a diferentes profundidades , produciendo efectos únicos. La terapia de luz led para rejuvenecer la piel es ampliamente reconocida por potenciar la producción de colágeno y disminuir las arrugas , un beneficio relacionado principalmente con el poder de la terapia de luz roja. Descubre todos los beneficios a continuación."
Benefits of red light therapy,Beneficios de la terapia de luz roja
"Boosts collagen Stimulates the production of collagen and elastin to firm and lift skin. Diminishes fine lines, wrinkles, and other signs of aging.","Potencia el colágeno Estimula la producción de colágeno y elastina para reafirmar y definir la piel. Disminuye las líneas de expresión, las arrugas y otros signos de la edad."
Boosts collagen,Potencia el colágeno
"Stimulates the production of collagen and elastin to firm and lift skin. Diminishes fine lines, wrinkles, and other signs of aging.","Estimula la producción de colágeno y elastina para reafirmar y definir la piel. Disminuye las líneas de expresión, las arrugas y otros signos de la edad."
"Increases firmness By providing structure and support, helping to tighten the skin and reduce sagging , resulting in a smoother, more youthful appearance.","Mejora la firmeza Al proporcionar estructura y soporte, tensa la piel y reduce la flacidez , dando como resultado una apariencia más suave y joven."
Increases firmness,Mejora la firmeza
"By providing structure and support, helping to tighten the skin and reduce sagging , resulting in a smoother, more youthful appearance.","Al proporcionar estructura y soporte, tensa la piel y reduce la flacidez , dando como resultado una apariencia más suave y joven."
"Improves wrinkles By boosting collagen, red light therapy smooths out wrinkles and fine lines , improving overall skin texture.","Reduce las arrugas Al aumentar el colágeno, la terapia de luz roja suaviza las arrugas y las líneas de expresión , mejorando la textura general de la piel."
Improves wrinkles,Reduce las arrugas
"By boosting collagen, red light therapy smooths out wrinkles and fine lines , improving overall skin texture.","Al aumentar el colágeno, la terapia de luz roja suaviza las arrugas y las líneas de expresión , mejorando la textura general de la piel."
"Better skin tone Increases blood flow, helping to even out skin tone and reduce redness.","Mejora el tono de la piel Aumenta el flujo sanguíneo, lo que ayuda a equilibrar el tono de la piel y reduce el enrojecimiento ."
Better skin tone,Mejora el tono de la piel
"Increases blood flow, helping to even out skin tone and reduce redness.","Aumenta el flujo sanguíneo, lo que ayuda a equilibrar el tono de la piel y reduce el enrojecimiento ."
"Speeds up healing It promotes cell regeneration, accelerating the healing of wounds, scars, and blemishes .","Acelera el proceso de curación Favorece la regeneración celular, acelerando la curación de heridas, cicatrices e imperfecciones ."
Speeds up healing,Acelera el proceso de curación
"It promotes cell regeneration, accelerating the healing of wounds, scars, and blemishes .","Favorece la regeneración celular, acelerando la curación de heridas, cicatrices e imperfecciones ."
"Stimulates hair follicles Promotes cellular activity in hair follicles, which can reactivate dormant follicles and stimulate new hair growth .","Estimula los folículos pilosos Favorece la actividad celular en los folículos pilosos, lo que puede reactivar los folículos inactivos y estimular el crecimiento de cabellos nuevos ."
Stimulates hair follicles,Estimula los folículos pilosos
"Promotes cellular activity in hair follicles, which can reactivate dormant follicles and stimulate new hair growth .","Favorece la actividad celular en los folículos pilosos, lo que puede reactivar los folículos inactivos y estimular el crecimiento de cabellos nuevos ."
"Reduces redness By calming inflammation and improving blood flow. It helps repair damaged skin cells , strengthens weak capillaries, and reduces irritation.","Reduce las rojeces Calma la inflamación y mejora el flujo sanguíneo. Ayuda a reparar las células de la piel dañadas , fortalece los capilares débiles y reduce la irritación."
Reduces redness,Reduce las rojeces
"By calming inflammation and improving blood flow. It helps repair damaged skin cells , strengthens weak capillaries, and reduces irritation.","Calma la inflamación y mejora el flujo sanguíneo. Ayuda a reparar las células de la piel dañadas , fortalece los capilares débiles y reduce la irritación."
"Hydrates skin Enhances the skin's barrier function , improving its ability to retain moisture. This results in plumper, more hydrated skin.","Hidrata la piel Potencia la función de barrera de la piel , mejorando su capacidad para retener la hidratación. El resultado es una piel más rellena e hidratada."
Hydrates skin,Hidrata la piel
"Enhances the skin's barrier function , improving its ability to retain moisture. This results in plumper, more hydrated skin.","Potencia la función de barrera de la piel , mejorando su capacidad para retener la hidratación. El resultado es una piel más rellena e hidratada."
Consumer-reported results,Resultados reportados por usuarios
"100% of users report skin is smoother, softer and less dull.","100% de los usuarios declaró sentir la piel más suave, tersa y menos opaca."
"of users report skin is smoother, softer and less dull.","de los usuarios declaró sentir la piel más suave, tersa y menos opaca."
"84% of users report firmer skin, with less sagging.","84% de los usuarios declaró sentir la piel más firme, con menos flacidez."
84%,84%
"of users report firmer skin, with less sagging.","de los usuarios declaró sentir la piel más firme, con menos flacidez."
100% of users report the LED light covers all areas of skin evenly.,100% de los usuarios reportó que la luz LED cubre todas las áreas de la piel de manera uniforme.
of users report the LED light covers all areas of skin evenly.,de los usuarios reportó que la luz LED cubre todas las áreas de la piel de manera uniforme.
89% of users report reduced redness and more soothed skin.,89% de los usuarios declaró sentir la piel con menos enrojecimiento y más calmada.
89%,89%
of users report reduced redness and more soothed skin.,de los usuarios declaró sentir la piel con menos enrojecimiento y más calmada.
All clinical results,Todos los resultados clínicos
"An Anti-Aging LED Mask with 8 wavelengths and extra LEDs in the forehead diamond, serves all skin needs.","Una máscara LED antiedad con 8 longitudes de onda y LEDs extra en el diamante de la frente, que cubre todas las necesidades de la piel."
"Clinically proven to reduce wrinkles by 32%, and significantly improve skin firmness and elasticity in just 2 weeks.",Está clínicamente comprobado que reduce las arrugas un 32 % y mejora la firmeza y elasticidad en solo 2 semanas.
"The world's first full-spectrum red light therapy with NIR. Mimics the sun’s natural healing wavelengths, delivering broad and narrow light while filtering out UV and blue.","El primer dispositivo del mundo de terapia con luz roja de espectro completo para el rejuvenecimiento de la piel. Aprovecha el poder reparador de la luz solar, pero sin los rayos dañinos."
"The world’s first full spectrum red light therapy device for skin rejuvenation. Harnesses the healing power of sunlight, minus the harmful rays.","El primer dispositivo del mundo de terapia con luz roja de espectro completo para el rejuvenecimiento de la piel. Aprovecha el poder reparador de la luz solar, pero sin los rayos dañinos."
"The gold standard in LED panels. With 5 clinically proven wavelengths, diamond‑shaped lenses & extremely powerful LEDs. Designed for face & body.","El referente en paneles LED. Con 5 longitudes de onda clínicamente probadas, lentes en forma de diamante y LEDs extremadamente potentes. Diseñado para rostro y cuerpo."
FAQ™ LED Panel,FAQ™ LED Panel
Superior LED panel with 5 clinically proven wavelengths & revolutionary diamond‑shaped lenses. Designed for complete skin coverage.,Panel LED de alta gama con 5 longitudes de onda clínicamente probadas y lentes revolucionarias en forma de diamante. Diseñado para ofrecer una cobertura completa de la piel.
FAQ™ 411,FAQ™ 411
"A microcurrent and red LED body toning device that firms, boosts collagen, enhances microcirculation, and reduces cellulite.","Un dispositivo de tonificación corporal con microcorrientes y LED rojo que reafirma, aumenta el colágeno, mejora la microcirculación y reduce la celulitis."
FAQ™ 401,FAQ™ 401
Dual microcurrent facial device with red and blue LED light therapy that lifts and contours facial muscles while combating wrinkles.,Dispositivo facial de microcorrientes duales con terapia de luz LED roja y azul que reafirma y tonifica los músculos faciales mientras combate las arrugas.
Red light therapy to reduce wrinkles and significantly improve firmness and elasticity.,Disminuye las líneas de expresión y las imperfecciones con 3 luces LED.
At-home professional facial rejuvenation.,Rejuvenecimiento facial profesional. En casa.
FAQ™ 101,FAQ™ 101
A powerful fusion of professional & home beauty.,La mejor combinación de belleza profesional y doméstica.
"Purifies the scalp, strengthens hair strands, and stimulates the growth of new hair.","Purifica el cuero cabelludo, fortalece los mechones de cabello y estimula el crecimiento de cabello nuevo."
"Near-infrared, red LED cleansing & microcurrent. For aging skin.",Limpieza facial con LED cercana de infrarrojos y microcorrientes para piel madura.
UFO™ 3 LED,UFO™ 3 LED
A revolutionary NIR and red light therapy facial device clinically proven to reduce wrinkles in just 1 week.,Clínicamente probado para aumentar la hidratación de la piel un 126% en sólo 2 minutos.
"Your 2 min quick-fix for happy, energized and radiant skin.","Tu solución rápida de 2 minutos para una piel feliz, llena de energía y radiante."
UFO™ 3 go,UFO™ 3 go
"On-the-go deep facial hydration device that leaves you with a healthy, happy & hydrated complexion in just 2 mins.",Hidrata profundamente la piel en cualquier momento y lugar.
SCIENCE,SCIENCE
The Science Behind Red LED Light Therapy and Its Benefits,La ciencia que hay detrás de la terapia de luz LED roja y sus beneficios
LED MASKS,MÁSCARAS LED
Do At-Home LED Masks Work? Separating Fact & Fiction,¿Funcionan las máscaras LED para usar en casa? Realidad vs. ficción
